date,area,month,cases,deaths
2021-08-30,Tehama,August,81.0,0.0
2021-08-31,Tehama,August,84.0,0.0
2021-09-01,Tehama,September,46.0,0.0
2021-09-02,Tehama,September,33.0,1.0
2021-09-03,Tehama,September,58.0,2.0
2021-09-04,Tehama,September,28.0,0.0
2021-09-05,Tehama,September,13.0,1.0
2021-09-06,Tehama,September,16.0,0.0
2021-09-07,Tehama,September,75.0,1.0
2021-09-08,Tehama,September,59.0,1.0
2021-09-09,Tehama,September,71.0,1.0
2021-09-10,Tehama,September,52.0,1.0
2021-09-11,Tehama,September,29.0,0.0
2021-09-12,Tehama,September,17.0,0.0
2021-09-13,Tehama,September,61.0,0.0
2021-09-14,Tehama,September,57.0,1.0
2021-09-15,Tehama,September,16.0,2.0
2021-09-16,Tehama,September,1.0,1.0
2020-05-05,Trinity,May,1.0,0.0
2020-05-06,Trinity,May,0.0,0.0
2020-05-07,Trinity,May,0.0,0.0
2020-05-08,Trinity,May,0.0,0.0
2020-05-09,Trinity,May,0.0,0.0
2020-05-10,Trinity,May,0.0,0.0
2020-05-11,Trinity,May,0.0,0.0
2020-05-12,Trinity,May,0.0,0.0
2020-05-13,Trinity,May,0.0,0.0
2020-05-14,Trinity,May,0.0,0.0
2020-05-15,Trinity,May,0.0,0.0
2020-05-16,Trinity,May,0.0,0.0
2020-05-17,Trinity,May,0.0,0.0
2020-05-18,Trinity,May,0.0,0.0
2020-05-19,Trinity,May,0.0,0.0
2020-05-20,Trinity,May,0.0,0.0
2020-05-21,Trinity,May,0.0,0.0
2020-05-22,Trinity,May,0.0,0.0
2020-05-23,Trinity,May,0.0,0.0
2020-05-24,Trinity,May,0.0,0.0
2020-05-25,Trinity,May,0.0,0.0
2020-05-26,Trinity,May,0.0,0.0
2020-05-27,Trinity,May,0.0,0.0
2020-05-28,Trinity,May,0.0,0.0
2020-05-29,Trinity,May,0.0,0.0
2020-05-30,Trinity,May,0.0,0.0
2020-05-31,Trinity,May,0.0,0.0
2020-06-01,Trinity,June,0.0,0.0
2020-06-02,Trinity,June,1.0,0.0
2020-06-03,Trinity,June,0.0,0.0
2020-06-04,Trinity,June,0.0,0.0
2020-06-05,Trinity,June,0.0,0.0
2020-06-06,Trinity,June,0.0,0.0
2020-06-07,Trinity,June,0.0,0.0
2020-06-08,Trinity,June,1.0,0.0
2020-06-09,Trinity,June,0.0,0.0
2020-06-10,Trinity,June,0.0,0.0
2020-06-11,Trinity,June,0.0,0.0
2020-06-12,Trinity,June,0.0,0.0
2020-06-13,Trinity,June,0.0,0.0
2020-06-14,Trinity,June,0.0,0.0
2020-06-15,Trinity,June,0.0,0.0
2020-06-16,Trinity,June,1.0,0.0
2020-06-17,Trinity,June,0.0,0.0
2020-06-18,Trinity,June,0.0,0.0
2020-06-19,Trinity,June,0.0,0.0
2020-06-20,Trinity,June,0.0,0.0
2020-06-21,Trinity,June,0.0,0.0
2020-06-22,Trinity,June,0.0,0.0
2020-06-23,Trinity,June,0.0,0.0
2020-06-24,Trinity,June,0.0,0.0
2020-06-25,Trinity,June,0.0,0.0
2020-06-26,Trinity,June,0.0,0.0
2020-06-27,Trinity,June,0.0,0.0
2020-06-28,Trinity,June,0.0,0.0
2020-06-29,Trinity,June,0.0,0.0
2020-06-30,Trinity,June,0.0,0.0
2020-07-01,Trinity,July,0.0,0.0
2020-07-02,Trinity,July,0.0,0.0
2020-07-03,Trinity,July,0.0,0.0
2020-07-04,Trinity,July,0.0,0.0
2020-07-05,Trinity,July,0.0,0.0
2020-07-06,Trinity,July,0.0,0.0
2020-07-07,Trinity,July,1.0,0.0
2020-07-08,Trinity,July,0.0,0.0
2020-07-09,Trinity,July,1.0,0.0
2020-07-10,Trinity,July,0.0,0.0
2020-07-11,Trinity,July,0.0,0.0
2020-07-12,Trinity,July,0.0,0.0
2020-07-13,Trinity,July,0.0,0.0
2020-07-14,Trinity,July,0.0,0.0
2020-07-15,Trinity,July,0.0,0.0
2020-07-16,Trinity,July,1.0,0.0
2020-07-17,Trinity,July,0.0,0.0
2020-07-18,Trinity,July,0.0,0.0
2020-07-19,Trinity,July,0.0,0.0
2020-07-20,Trinity,July,0.0,0.0
2020-07-21,Trinity,July,0.0,0.0
2020-07-22,Trinity,July,0.0,0.0
2020-07-23,Trinity,July,0.0,0.0
2020-07-24,Trinity,July,1.0,0.0
2020-07-25,Trinity,July,1.0,0.0
2020-07-26,Trinity,July,0.0,0.0
2020-07-27,Trinity,July,0.0,0.0
2020-07-28,Trinity,July,0.0,0.0
2020-07-29,Trinity,July,0.0,0.0
2020-07-30,Trinity,July,0.0,0.0
2020-07-31,Trinity,July,0.0,0.0
2020-08-01,Trinity,August,0.0,0.0
2020-08-02,Trinity,August,0.0,0.0
2020-08-03,Trinity,August,0.0,0.0
2020-08-04,Trinity,August,0.0,0.0
2020-08-05,Trinity,August,0.0,0.0
2020-08-06,Trinity,August,0.0,0.0
2020-08-07,Trinity,August,2.0,0.0
2020-08-08,Trinity,August,1.0,0.0
2020-08-09,Trinity,August,0.0,0.0
2020-08-10,Trinity,August,0.0,0.0
2020-08-11,Trinity,August,2.0,0.0
2020-08-12,Trinity,August,0.0,0.0
2020-08-13,Trinity,August,1.0,0.0
2020-08-14,Trinity,August,0.0,0.0
2020-08-15,Trinity,August,0.0,0.0
2020-08-16,Trinity,August,2.0,0.0
2020-08-17,Trinity,August,1.0,0.0
2020-08-18,Trinity,August,0.0,0.0
2020-08-19,Trinity,August,1.0,0.0
2020-08-20,Trinity,August,1.0,0.0
2020-08-21,Trinity,August,0.0,0.0
2020-08-22,Trinity,August,0.0,0.0
2020-08-23,Trinity,August,0.0,0.0
2020-08-24,Trinity,August,0.0,0.0
2020-08-25,Trinity,August,0.0,0.0
2020-08-26,Trinity,August,2.0,0.0
2020-08-27,Trinity,August,0.0,0.0
2020-08-28,Trinity,August,0.0,0.0
2020-08-29,Trinity,August,0.0,0.0
2020-08-30,Trinity,August,0.0,0.0
2020-08-31,Trinity,August,0.0,0.0
2020-09-01,Trinity,September,0.0,0.0
2020-09-02,Trinity,September,0.0,0.0
2020-09-03,Trinity,September,0.0,0.0
2020-09-04,Trinity,September,1.0,0.0
2020-09-05,Trinity,September,0.0,0.0
2020-09-06,Trinity,September,0.0,0.0
2020-09-07,Trinity,September,1.0,0.0
2020-09-08,Trinity,September,0.0,0.0
2020-09-09,Trinity,September,1.0,0.0
2020-09-10,Trinity,September,0.0,0.0
2020-09-11,Trinity,September,0.0,0.0
2020-09-12,Trinity,September,0.0,0.0
2020-09-13,Trinity,September,0.0,0.0
2020-09-14,Trinity,September,0.0,0.0
2020-09-15,Trinity,September,1.0,0.0
2020-09-16,Trinity,September,0.0,0.0
2020-09-17,Trinity,September,0.0,0.0
2020-09-18,Trinity,September,0.0,0.0
2020-09-19,Trinity,September,0.0,0.0
2020-09-20,Trinity,September,0.0,0.0
2020-09-21,Trinity,September,0.0,0.0
2020-09-22,Trinity,September,0.0,0.0
2020-09-23,Trinity,September,0.0,0.0
2020-09-24,Trinity,September,0.0,0.0
2020-09-25,Trinity,September,0.0,0.0
2020-09-26,Trinity,September,0.0,0.0
2020-09-27,Trinity,September,2.0,0.0
2020-09-28,Trinity,September,0.0,0.0
2020-09-29,Trinity,September,0.0,0.0
2020-09-30,Trinity,September,0.0,0.0
2020-10-01,Trinity,October,3.0,0.0
2020-10-02,Trinity,October,0.0,0.0
2020-10-03,Trinity,October,0.0,0.0
2020-10-04,Trinity,October,0.0,0.0
2020-10-05,Trinity,October,0.0,0.0
2020-10-06,Trinity,October,0.0,0.0
2020-10-07,Trinity,October,0.0,0.0
2020-10-08,Trinity,October,2.0,0.0
2020-10-09,Trinity,October,0.0,0.0
2020-10-10,Trinity,October,0.0,0.0
2020-10-11,Trinity,October,0.0,0.0
2020-10-12,Trinity,October,0.0,0.0
2020-10-13,Trinity,October,1.0,0.0
2020-10-14,Trinity,October,4.0,0.0
2020-10-15,Trinity,October,1.0,0.0
2020-10-16,Trinity,October,0.0,0.0
2020-10-17,Trinity,October,0.0,0.0
2020-10-18,Trinity,October,0.0,0.0
2020-10-19,Trinity,October,0.0,0.0
2020-10-20,Trinity,October,2.0,0.0
2020-10-21,Trinity,October,1.0,0.0
2020-10-22,Trinity,October,3.0,0.0
2020-10-23,Trinity,October,1.0,0.0
2020-10-24,Trinity,October,0.0,0.0
2020-10-25,Trinity,October,0.0,0.0
2020-10-26,Trinity,October,3.0,0.0
2020-10-27,Trinity,October,0.0,0.0
2020-10-28,Trinity,October,3.0,0.0
2020-10-29,Trinity,October,4.0,0.0
2020-10-30,Trinity,October,5.0,0.0
2020-10-31,Trinity,October,0.0,0.0
2020-11-01,Trinity,November,3.0,0.0
2020-11-02,Trinity,November,2.0,0.0
2020-11-03,Trinity,November,4.0,0.0
2020-11-04,Trinity,November,6.0,0.0
2020-11-05,Trinity,November,2.0,0.0
2020-11-06,Trinity,November,14.0,0.0
2020-11-07,Trinity,November,3.0,0.0
2020-11-08,Trinity,November,0.0,0.0
2020-11-09,Trinity,November,3.0,0.0
2020-11-10,Trinity,November,4.0,0.0
2020-11-11,Trinity,November,9.0,0.0
2020-11-12,Trinity,November,9.0,0.0
2020-11-13,Trinity,November,7.0,0.0
2020-11-14,Trinity,November,2.0,0.0
2020-11-15,Trinity,November,5.0,0.0
2020-11-16,Trinity,November,8.0,0.0
2020-11-17,Trinity,November,8.0,0.0
2020-11-18,Trinity,November,12.0,0.0
2020-11-19,Trinity,November,10.0,0.0
2020-11-20,Trinity,November,6.0,0.0
2020-11-21,Trinity,November,1.0,0.0
2020-11-22,Trinity,November,3.0,0.0
2020-11-23,Trinity,November,4.0,0.0
2020-11-24,Trinity,November,6.0,0.0
2020-11-25,Trinity,November,6.0,0.0
2020-11-26,Trinity,November,2.0,1.0
2020-11-27,Trinity,November,3.0,0.0
2020-11-28,Trinity,November,4.0,0.0
2020-11-29,Trinity,November,2.0,0.0
2020-11-30,Trinity,November,3.0,0.0
2020-12-01,Trinity,December,6.0,0.0
2020-12-02,Trinity,December,9.0,0.0
2020-12-03,Trinity,December,7.0,0.0
2020-12-04,Trinity,December,2.0,0.0
2020-12-05,Trinity,December,2.0,1.0
2020-12-06,Trinity,December,1.0,0.0
2020-12-07,Trinity,December,5.0,0.0
2020-12-08,Trinity,December,3.0,0.0
2020-12-09,Trinity,December,5.0,0.0
2020-12-10,Trinity,December,8.0,0.0
2020-12-11,Trinity,December,3.0,0.0
2020-12-12,Trinity,December,2.0,0.0
2020-12-13,Trinity,December,2.0,0.0
2020-12-14,Trinity,December,4.0,0.0
2020-12-15,Trinity,December,3.0,0.0
2020-12-16,Trinity,December,5.0,0.0
2020-12-17,Trinity,December,5.0,0.0
2020-12-18,Trinity,December,4.0,1.0
2020-12-19,Trinity,December,1.0,0.0
2020-12-20,Trinity,December,0.0,0.0
2020-12-21,Trinity,December,5.0,0.0
2020-12-22,Trinity,December,2.0,0.0
2020-12-23,Trinity,December,0.0,0.0
2020-12-24,Trinity,December,0.0,0.0
2020-12-25,Trinity,December,1.0,0.0
2020-12-26,Trinity,December,3.0,0.0
2020-12-27,Trinity,December,0.0,0.0
2020-12-28,Trinity,December,4.0,0.0
2020-12-29,Trinity,December,2.0,0.0
2020-12-30,Trinity,December,0.0,0.0
2020-12-31,Trinity,December,1.0,0.0
2021-01-01,Trinity,January,1.0,0.0
2021-01-02,Trinity,January,0.0,0.0
2021-01-03,Trinity,January,3.0,0.0
2021-01-04,Trinity,January,3.0,0.0
2021-01-05,Trinity,January,3.0,0.0
2021-01-06,Trinity,January,0.0,0.0
2021-01-07,Trinity,January,0.0,0.0
2021-01-08,Trinity,January,0.0,0.0
2021-01-09,Trinity,January,0.0,0.0
2021-01-10,Trinity,January,0.0,0.0
2021-01-11,Trinity,January,0.0,0.0
2021-01-12,Trinity,January,0.0,0.0
2021-01-13,Trinity,January,0.0,0.0
2021-01-14,Trinity,January,0.0,0.0
2021-01-15,Trinity,January,0.0,0.0
2021-01-16,Trinity,January,0.0,0.0
2021-01-17,Trinity,January,0.0,0.0
2021-01-18,Trinity,January,0.0,0.0
2021-01-19,Trinity,January,0.0,0.0
2021-01-20,Trinity,January,1.0,0.0
2021-01-21,Trinity,January,0.0,0.0
2021-01-22,Trinity,January,0.0,0.0
2021-01-23,Trinity,January,1.0,0.0
2021-01-24,Trinity,January,0.0,0.0
2021-01-25,Trinity,January,0.0,0.0
2021-01-26,Trinity,January,0.0,0.0
2021-01-27,Trinity,January,0.0,0.0
2021-01-28,Trinity,January,0.0,0.0
2021-01-29,Trinity,January,2.0,0.0
2021-01-30,Trinity,January,0.0,0.0
2021-01-31,Trinity,January,0.0,0.0
2021-02-01,Trinity,February,2.0,0.0
2021-02-02,Trinity,February,2.0,0.0
2021-02-03,Trinity,February,0.0,0.0
2021-02-04,Trinity,February,0.0,0.0
2021-02-05,Trinity,February,1.0,0.0
2021-02-06,Trinity,February,1.0,0.0
2021-02-07,Trinity,February,0.0,0.0
2021-02-08,Trinity,February,3.0,0.0
2021-02-09,Trinity,February,2.0,0.0
2021-02-10,Trinity,February,0.0,0.0
2021-02-11,Trinity,February,2.0,0.0
2021-02-12,Trinity,February,0.0,0.0
2021-02-13,Trinity,February,0.0,0.0
2021-02-14,Trinity,February,1.0,0.0
2021-02-15,Trinity,February,0.0,0.0
2021-02-16,Trinity,February,1.0,0.0
2021-02-17,Trinity,February,4.0,0.0
2021-02-18,Trinity,February,0.0,0.0
2021-02-19,Trinity,February,1.0,0.0
2021-02-20,Trinity,February,1.0,0.0
2021-02-22,Trinity,February,2.0,0.0
2021-02-23,Trinity,February,0.0,0.0
2021-02-24,Trinity,February,0.0,0.0
2021-02-25,Trinity,February,0.0,0.0
2021-02-26,Trinity,February,0.0,0.0
2021-02-27,Trinity,February,1.0,0.0
2021-02-28,Trinity,February,0.0,0.0
2021-03-01,Trinity,March,0.0,0.0
2021-03-02,Trinity,March,0.0,0.0
2021-03-03,Trinity,March,0.0,0.0
2021-03-04,Trinity,March,0.0,0.0
2021-03-05,Trinity,March,0.0,0.0
2021-03-06,Trinity,March,0.0,0.0
2021-03-07,Trinity,March,0.0,0.0
2021-03-08,Trinity,March,0.0,0.0
2021-03-09,Trinity,March,1.0,0.0
2021-03-10,Trinity,March,0.0,0.0
2021-03-11,Trinity,March,0.0,0.0
2021-03-12,Trinity,March,1.0,0.0
2021-03-13,Trinity,March,1.0,0.0
2021-03-14,Trinity,March,0.0,0.0
2021-03-15,Trinity,March,1.0,0.0
2021-03-17,Trinity,March,0.0,0.0
2021-03-18,Trinity,March,0.0,0.0
2021-03-19,Trinity,March,0.0,0.0
2021-03-20,Trinity,March,0.0,0.0
2021-03-21,Trinity,March,1.0,0.0
2021-03-22,Trinity,March,2.0,0.0
2021-03-23,Trinity,March,0.0,0.0
2021-03-24,Trinity,March,0.0,0.0
2021-03-25,Trinity,March,1.0,0.0
2021-03-27,Trinity,March,0.0,0.0
2021-03-28,Trinity,March,0.0,0.0
2021-03-29,Trinity,March,2.0,0.0
2021-03-30,Trinity,March,0.0,0.0
2021-03-31,Trinity,March,0.0,0.0
2021-04-01,Trinity,April,0.0,0.0
2021-04-02,Trinity,April,0.0,0.0
2021-04-03,Trinity,April,0.0,0.0
2021-04-04,Trinity,April,0.0,0.0
2021-04-05,Trinity,April,2.0,0.0
2021-04-06,Trinity,April,1.0,0.0
2021-04-07,Trinity,April,0.0,0.0
2021-04-08,Trinity,April,0.0,0.0
2021-04-09,Trinity,April,0.0,0.0
2021-04-10,Trinity,April,1.0,0.0
2021-04-11,Trinity,April,0.0,0.0
2021-04-12,Trinity,April,0.0,0.0
2021-04-13,Trinity,April,0.0,0.0
2021-04-14,Trinity,April,0.0,0.0
2021-04-15,Trinity,April,0.0,0.0
2021-04-16,Trinity,April,0.0,0.0
2021-04-17,Trinity,April,0.0,0.0
2021-04-18,Trinity,April,0.0,0.0
2021-04-19,Trinity,April,0.0,0.0
2021-04-20,Trinity,April,0.0,0.0
2021-04-21,Trinity,April,0.0,0.0
2021-04-22,Trinity,April,0.0,0.0
2021-04-23,Trinity,April,0.0,0.0
2021-04-24,Trinity,April,0.0,0.0
2021-04-25,Trinity,April,0.0,0.0
2021-04-26,Trinity,April,0.0,0.0
2021-04-27,Trinity,April,0.0,0.0
2021-04-28,Trinity,April,0.0,0.0
2021-04-29,Trinity,April,0.0,0.0
2021-04-30,Trinity,April,0.0,0.0
2021-05-01,Trinity,May,0.0,0.0
2021-05-02,Trinity,May,0.0,0.0
2021-05-03,Trinity,May,0.0,0.0
2021-05-04,Trinity,May,0.0,0.0
2021-05-05,Trinity,May,0.0,0.0
2021-05-06,Trinity,May,0.0,0.0
2021-05-07,Trinity,May,0.0,0.0
2021-05-08,Trinity,May,0.0,0.0
2021-05-09,Trinity,May,0.0,0.0
2021-05-10,Trinity,May,0.0,0.0
2021-05-11,Trinity,May,0.0,0.0
2021-05-12,Trinity,May,0.0,0.0
2021-05-13,Trinity,May,0.0,0.0
2021-05-14,Trinity,May,0.0,0.0
2021-05-15,Trinity,May,0.0,0.0
2021-05-16,Trinity,May,0.0,0.0
2021-05-17,Trinity,May,0.0,0.0
2021-05-18,Trinity,May,0.0,0.0
2021-05-19,Trinity,May,0.0,0.0
2021-05-20,Trinity,May,0.0,0.0
2021-05-21,Trinity,May,0.0,0.0
2021-05-22,Trinity,May,0.0,0.0
2021-05-23,Trinity,May,0.0,0.0
2021-05-24,Trinity,May,0.0,0.0
2021-05-25,Trinity,May,0.0,0.0
2021-05-26,Trinity,May,0.0,0.0
2021-05-27,Trinity,May,0.0,0.0
2021-05-28,Trinity,May,0.0,0.0
2021-05-29,Trinity,May,0.0,0.0
2021-05-30,Trinity,May,0.0,0.0
2021-05-31,Trinity,May,0.0,0.0
2021-06-01,Trinity,June,0.0,0.0
2021-06-02,Trinity,June,1.0,0.0
2021-06-03,Trinity,June,2.0,0.0
2021-06-04,Trinity,June,0.0,0.0
2021-06-05,Trinity,June,0.0,0.0
2021-06-06,Trinity,June,0.0,0.0
2021-06-07,Trinity,June,0.0,0.0
2021-06-08,Trinity,June,0.0,0.0
2021-06-09,Trinity,June,0.0,0.0
2021-06-10,Trinity,June,1.0,0.0
2021-06-11,Trinity,June,0.0,0.0
2021-06-12,Trinity,June,0.0,0.0
2021-06-13,Trinity,June,0.0,0.0
2021-06-14,Trinity,June,1.0,0.0
2021-06-15,Trinity,June,0.0,0.0
2021-06-16,Trinity,June,1.0,0.0
2021-06-17,Trinity,June,1.0,0.0
2021-06-18,Trinity,June,1.0,0.0
2021-06-19,Trinity,June,0.0,0.0
2021-06-20,Trinity,June,0.0,0.0
2021-06-21,Trinity,June,0.0,0.0
2021-06-22,Trinity,June,0.0,0.0
2021-06-23,Trinity,June,2.0,0.0
2021-06-24,Trinity,June,0.0,0.0
2021-06-25,Trinity,June,1.0,0.0
2021-06-26,Trinity,June,0.0,0.0
2021-06-27,Trinity,June,0.0,0.0
2021-06-28,Trinity,June,0.0,0.0
2021-06-29,Trinity,June,0.0,0.0
2021-06-30,Trinity,June,0.0,0.0
2021-07-01,Trinity,July,0.0,0.0
2021-07-05,Trinity,July,1.0,0.0
2021-07-06,Trinity,July,1.0,0.0
2021-07-07,Trinity,July,0.0,0.0
2021-07-08,Trinity,July,0.0,0.0
2021-07-12,Trinity,July,1.0,0.0
2021-07-13,Trinity,July,4.0,0.0
2021-07-14,Trinity,July,0.0,0.0
2021-07-15,Trinity,July,0.0,0.0
2021-07-18,Trinity,July,1.0,0.0
2021-07-19,Trinity,July,0.0,0.0
2021-07-20,Trinity,July,0.0,0.0
2021-07-21,Trinity,July,2.0,0.0
2021-07-22,Trinity,July,1.0,0.0
2021-07-25,Trinity,July,0.0,0.0
2021-07-26,Trinity,July,2.0,0.0
2021-07-27,Trinity,July,0.0,0.0
2021-07-28,Trinity,July,1.0,0.0
2021-07-29,Trinity,July,1.0,0.0
2021-08-01,Trinity,August,1.0,0.0
2021-08-02,Trinity,August,3.0,0.0
2021-08-03,Trinity,August,5.0,0.0
2021-08-04,Trinity,August,4.0,0.0
2021-08-05,Trinity,August,2.0,0.0
2021-08-06,Trinity,August,6.0,0.0
2021-08-07,Trinity,August,1.0,0.0
2021-08-08,Trinity,August,4.0,0.0
2021-08-09,Trinity,August,5.0,0.0
2021-08-10,Trinity,August,1.0,0.0
2021-08-11,Trinity,August,0.0,0.0
2021-08-12,Trinity,August,2.0,0.0
2021-08-13,Trinity,August,4.0,0.0
2021-08-14,Trinity,August,3.0,0.0
2021-08-15,Trinity,August,5.0,1.0
2021-08-16,Trinity,August,3.0,0.0
2021-08-17,Trinity,August,6.0,0.0
2021-08-18,Trinity,August,5.0,0.0
2021-08-19,Trinity,August,7.0,0.0
2021-08-20,Trinity,August,4.0,0.0
2021-08-21,Trinity,August,0.0,0.0
2021-08-22,Trinity,August,5.0,0.0
2021-08-23,Trinity,August,6.0,0.0
2021-08-24,Trinity,August,2.0,0.0
2021-08-25,Trinity,August,10.0,0.0
2021-08-26,Trinity,August,6.0,0.0
2021-08-27,Trinity,August,5.0,0.0
2021-08-28,Trinity,August,0.0,0.0
2021-08-29,Trinity,August,4.0,0.0
2021-08-30,Trinity,August,1.0,0.0
2021-08-31,Trinity,August,10.0,0.0
2021-09-01,Trinity,September,5.0,0.0
2021-09-02,Trinity,September,1.0,0.0
2021-09-03,Trinity,September,4.0,0.0
2021-09-04,Trinity,September,1.0,0.0
2021-09-05,Trinity,September,2.0,0.0
2021-09-06,Trinity,September,4.0,0.0
2021-09-07,Trinity,September,4.0,0.0
2021-09-08,Trinity,September,2.0,0.0
2021-09-09,Trinity,September,3.0,0.0
2021-09-10,Trinity,September,5.0,0.0
2021-09-11,Trinity,September,3.0,0.0
2021-09-12,Trinity,September,5.0,0.0
2021-09-13,Trinity,September,2.0,0.0
2021-09-14,Trinity,September,3.0,0.0
2021-09-15,Trinity,September,1.0,0.0
2021-09-16,Trinity,September,0.0,0.0
2020-05-05,Tulare,May,78.0,3.0
2020-05-06,Tulare,May,89.0,1.0
2020-05-07,Tulare,May,48.0,1.0
2020-05-08,Tulare,May,64.0,2.0
2020-05-09,Tulare,May,45.0,2.0
2020-05-10,Tulare,May,28.0,2.0
2020-05-11,Tulare,May,68.0,2.0
2020-05-12,Tulare,May,49.0,1.0
2020-05-13,Tulare,May,30.0,3.0
2020-05-14,Tulare,May,33.0,2.0
2020-05-15,Tulare,May,33.0,2.0
2020-05-16,Tulare,May,27.0,5.0
2020-05-17,Tulare,May,18.0,0.0
2020-05-18,Tulare,May,59.0,3.0
2020-05-19,Tulare,May,45.0,1.0
2020-05-20,Tulare,May,46.0,2.0
2020-05-21,Tulare,May,38.0,2.0
2020-05-22,Tulare,May,50.0,1.0
2020-05-23,Tulare,May,30.0,0.0
2020-05-24,Tulare,May,21.0,2.0
2020-05-25,Tulare,May,46.0,1.0
2020-05-26,Tulare,May,63.0,2.0
2020-05-27,Tulare,May,56.0,2.0
2020-05-28,Tulare,May,52.0,0.0
2020-05-29,Tulare,May,36.0,2.0
2020-05-30,Tulare,May,38.0,1.0
2020-05-31,Tulare,May,37.0,0.0
2020-06-01,Tulare,June,72.0,0.0
2020-06-02,Tulare,June,113.0,2.0
2020-06-03,Tulare,June,79.0,0.0
2020-06-04,Tulare,June,69.0,0.0
2020-06-05,Tulare,June,116.0,0.0
2020-06-06,Tulare,June,49.0,1.0
2020-06-07,Tulare,June,33.0,0.0
2020-06-08,Tulare,June,122.0,1.0
2020-06-09,Tulare,June,83.0,1.0
2020-06-10,Tulare,June,66.0,0.0
2020-06-11,Tulare,June,92.0,2.0
2020-06-12,Tulare,June,97.0,3.0
2020-06-13,Tulare,June,54.0,2.0
2020-06-14,Tulare,June,32.0,1.0
2020-06-15,Tulare,June,132.0,1.0
2020-06-16,Tulare,June,114.0,3.0
2020-06-17,Tulare,June,117.0,1.0
2020-06-18,Tulare,June,109.0,1.0
2020-06-19,Tulare,June,120.0,3.0
2020-06-20,Tulare,June,72.0,2.0
2020-06-21,Tulare,June,73.0,4.0
2020-06-22,Tulare,June,168.0,0.0
2020-06-23,Tulare,June,137.0,1.0
2020-06-24,Tulare,June,122.0,0.0
2020-06-25,Tulare,June,153.0,3.0
2020-06-26,Tulare,June,130.0,4.0
2020-06-27,Tulare,June,89.0,1.0
2020-06-28,Tulare,June,96.0,1.0
2020-06-29,Tulare,June,165.0,2.0
2020-06-30,Tulare,June,154.0,1.0
2020-07-01,Tulare,July,207.0,3.0
2020-07-02,Tulare,July,178.0,2.0
2020-07-03,Tulare,July,166.0,4.0
2020-07-04,Tulare,July,114.0,5.0
2020-07-05,Tulare,July,112.0,3.0
2020-07-06,Tulare,July,259.0,1.0
2020-07-07,Tulare,July,204.0,0.0
2020-07-08,Tulare,July,178.0,0.0
2020-07-09,Tulare,July,192.0,1.0
2020-07-10,Tulare,July,217.0,2.0
2020-07-11,Tulare,July,137.0,7.0
2020-07-12,Tulare,July,106.0,3.0
2020-07-13,Tulare,July,255.0,2.0
2020-07-14,Tulare,July,261.0,2.0
2020-07-15,Tulare,July,246.0,1.0
2020-07-16,Tulare,July,213.0,0.0
2020-07-17,Tulare,July,216.0,1.0
2020-07-18,Tulare,July,136.0,1.0
2020-07-19,Tulare,July,91.0,0.0
2020-07-20,Tulare,July,249.0,1.0
2020-07-21,Tulare,July,234.0,0.0
2020-07-22,Tulare,July,203.0,0.0
2020-07-23,Tulare,July,233.0,2.0
2020-07-24,Tulare,July,189.0,1.0
2020-07-25,Tulare,July,94.0,4.0
2020-07-26,Tulare,July,100.0,3.0
2020-07-27,Tulare,July,207.0,0.0
2020-07-28,Tulare,July,218.0,3.0
2020-07-29,Tulare,July,187.0,3.0
2020-07-30,Tulare,July,171.0,5.0
2020-07-31,Tulare,July,128.0,0.0
2020-08-01,Tulare,August,121.0,3.0
2020-08-02,Tulare,August,68.0,0.0
2020-08-03,Tulare,August,209.0,2.0
2020-08-04,Tulare,August,184.0,4.0
2020-08-05,Tulare,August,180.0,6.0
2020-08-06,Tulare,August,140.0,2.0
2020-08-07,Tulare,August,159.0,2.0
2020-08-08,Tulare,August,77.0,3.0
2020-08-09,Tulare,August,76.0,0.0
2020-08-10,Tulare,August,192.0,3.0
2020-08-11,Tulare,August,173.0,2.0
2020-08-12,Tulare,August,126.0,2.0
2020-08-13,Tulare,August,128.0,1.0
2020-08-14,Tulare,August,143.0,0.0
2020-08-15,Tulare,August,77.0,2.0
2020-08-16,Tulare,August,38.0,3.0
2020-08-17,Tulare,August,132.0,4.0
2020-08-18,Tulare,August,113.0,4.0
2020-08-19,Tulare,August,132.0,2.0
2020-08-20,Tulare,August,98.0,1.0
2020-08-21,Tulare,August,108.0,1.0
2020-08-22,Tulare,August,72.0,2.0
2020-08-23,Tulare,August,67.0,0.0
2020-08-24,Tulare,August,131.0,1.0
2020-08-25,Tulare,August,107.0,2.0
2020-08-26,Tulare,August,103.0,0.0
2020-08-27,Tulare,August,67.0,4.0
2020-08-28,Tulare,August,92.0,1.0
2020-08-29,Tulare,August,46.0,1.0
2020-08-30,Tulare,August,38.0,1.0
2020-08-31,Tulare,August,95.0,0.0
2020-09-01,Tulare,September,87.0,2.0
2020-09-02,Tulare,September,82.0,4.0
2020-09-03,Tulare,September,66.0,0.0
2020-09-04,Tulare,September,66.0,3.0
2020-09-05,Tulare,September,28.0,2.0
2020-09-06,Tulare,September,56.0,0.0
2020-09-07,Tulare,September,43.0,0.0
2020-09-08,Tulare,September,106.0,1.0
2020-09-09,Tulare,September,80.0,0.0
2020-09-10,Tulare,September,50.0,0.0
2020-09-11,Tulare,September,55.0,0.0
2020-09-12,Tulare,September,31.0,0.0
2020-09-13,Tulare,September,45.0,1.0
